barcode;amount
84144104525;20
66969854685;14
80609683236;20
77706946253;10
36916466040;24
62677253985;6
61964742434;4
96120306511;4
81903064929;4
72546737637;4
52227575512;26
21723968971;14
96102020788;10
14873210467;6
36957481429;18
46591456437;28
94579287047;4
38777247599;4
96300718241;12
56329325342;8
67387166665;2
20525591183;18
24607055885;6
83540321206;14
96971017058;26
25626013949;2
72353390243;10
22130808396;16
76577125711;18
90448909109;14
33183539979;2
53878250294;12
66226832300;2
43907375340;16
77334647244;10
71589014506;18
33753321401;18
81452133323;2
13718152040;10
77045606561;8
40619797396;10
32457119701;14
67581947583;16
86721745944;30
61479561667;18
59807485608;44
73283142075;34
74544058908;2
79453518432;10
75833133505;38
58530130251;30
40299352367;20
22639497431;6
83603226857;18
84924585298;30
59437835456;24
56238110875;18
85874407509;20
98448232307;14
40324146960;6
20139024438;16
65914419350;4
29284882438;26
34774857531;22
70807711663;10
39920759085;20
31799135017;36
92072027300;12
97201847607;10
40990110481;8
44689441999;18
90192962500;20
99770403017;20
40529506103;12
36299749687;20
41888437455;6
45854277592;6
77853497642;18
46037125368;6
21690673341;6
93211931167;18
20224785416;28
44026836281;10
48541083086;2
77022882287;34
78157049585;14
79318017482;14
34226084802;32
80861191396;6
71437523547;20
10539521652;22
17096480817;22
48390055789;6
99146549408;12
67509705357;8
78393108969;10
47696308713;10
34233091808;24
14090369786;2
45983442069;10
13716653535;14
45858961946;12
89281391817;6
47824239966;32
72240734388;2
87923595840;14
20000346232;2
52737626031;18
78497829863;40
11683662886;20
47554986750;6
35097270098;6
30869906868;16
38669836628;22
20252609433;12
50676255887;12
40795655436;26
95659773340;22
98535474727;14
36658187612;14
61602798685;26
19418693909;20
65465427700;12
50890381466;4
97128341450;6
48707191146;12
22781204696;20
91956693361;4
86217439298;24
41629973312;4
46982248460;10
78721998850;20
59260171515;6
95339613349;4
18114419824;14
73208391599;20
54047356252;16
15169174426;26
99366927292;10
25303737516;20
71713183591;2
12641921330;8
51327474946;12
45421026301;16
20612650615;16
46930749764;48
46945974724;14
37222679117;10
77902282676;18
71446648887;18
41742807572;16
15885569420;24
94303186428;16
67154046663;18
20550640695;8
76425284206;10
52719230739;18
73795665702;12
78230612751;42
83304967814;12
20291189674;8
50469996519;18
66390871229;40
84543637176;26
19101271405;6
89178797974;26
53098391125;20
36340480056;4
18321074888;8
11786650412;8
72722173053;20
54134542166;6
21603897700;6
52088773903;12
38650047197;20
96415984759;8
70369296068;20
21200518971;10
81945990837;10
37243596472;20
60047594697;12
95348555364;6
43327774360;14
42767132762;20
24356265834;2
80664230163;18
35043345962;18
67433361418;4
49528135086;14
84977941928;16
52090593480;6
50084188724;20
94828316109;18
35874659381;20
59003262505;6
59706497454;8
81439368110;4
75213799565;2
62483565698;14
84481832774;20
53373065572;20
76101213827;14
36561740327;4
48750711060;6
35354146284;14
73568070994;26
53318950600;18
77829342170;18
45625925489;20
99323349812;36
12663891033;6
75807806304;10
51102116497;10
16829097135;20
19742844482;20
28391902382;4
48928154669;4
23678897354;16
34937087005;6
96148586500;16
70318326591;20
69332022682;10
60057502242;22
92439179690;18
80806879728;12
79585021893;6
75647585123;18
92193770429;18
74924446362;14
64018919641;14
49498555965;32
73251830104;22
96675803332;16
94840846484;2
70148447487;6
17288548619;20
10112341252;16
32190573207;26
89554365138;18
64902324742;6
80473122795;16
37235962737;10
32300723417;6
46918787648;44
96332467525;20
58012557082;16
75097912674;12
69935532157;14
98036274794;24
44069587100;24
79318004214;14
27287512000;6
94307285319;14
42788092647;12
21006663221;2
10863463390;12
17240409828;20
19260291761;32
70315737903;26
13765388233;2
40666841398;2
29570048783;16
59174668433;22
49389081184;16
69194997090;34
51304572281;6
68479654309;36
70012679028;8
52758945322;10
90982101793;20
76282760467;16
23353461953;28
50180521235;6
91868507334;14
97657223947;24
61900712393;20
78160410569;52
34659655245;12
83288717185;2
93033917085;18
66626577747;4
54620256925;32
87595278726;4
45278182628;4
46611993129;4
47509504430;6
44859566549;14
51271122144;12
51572569516;20
65965262370;20
89976814367;16
74677303765;16
79030688434;20
94644354045;16
29650451452;20
80420784150;18
50377792836;4
79404480944;8
77498502867;4
37326583162;6
72536543282;2
36372678853;18
49365123040;10
53559332561;14
96471612629;6
86394997684;28
72465135632;2
42274981311;10
85000524611;16
84544401525;32
60231424912;16
78239405734;8
19769683785;4
18246611520;8
37792243553;16
74681743221;2
22967205358;48
80637581831;18
57526570822;2
63679484605;16
95427288306;8
20257869330;14
91779915476;18
68281438178;2
76556150685;16
68985010145;2
31921004463;8
72456854718;6
73181769831;12
85540014162;20
96666808209;16
16000691436;10
46009249586;30
44158945429;16
22244624994;16
49333981871;14
61111727081;10
68333299794;30
56269104086;18
18523617544;18
69785425538;20
80748885280;8
59025421291;4
53679584816;16
49711314727;24
85773934867;14
53146821946;2
31044127787;32
60555166576;10
39870353164;16
26306746934;24
95707064491;8
51091175677;18
86179160177;16
29085834442;2
82728852039;12
98201233369;10
92144956635;16
54943001010;2
32154947560;22
95696509322;26
47074349655;12
38000397745;10
67454996720;12
30093571972;4
18116880132;12
39101751162;14
70939668545;16
22565183463;6
21422409767;14
89883059977;18
14094543878;30
94842793743;14
76176811931;16
31627147321;2
81381964071;10
96799088147;28
18215738779;18
66299576431;40
71035265296;2
93735534388;12
45177023661;18
12748942401;8
40979462118;20
77533440801;32
87757740610;8
95963304656;10
27025128949;4
95629716297;60
73985819057;10
88780696654;20
82621395568;24
85645088351;4
37743016552;6
23030062238;24
38586302261;8
19501644315;4
48372321909;12
94769602981;14
66369339977;12
25602136039;16
73127416698;10
32867171731;14
72886443750;14
12826876593;16
21214318247;12
12340018734;20
96384581403;12
39890990623;30
92674806807;34
19646884189;8
23027216827;20
93000332404;10
19381330532;34
97353996117;4
65348908271;2
65437906036;8
76475734876;8
98881695995;18
41233343952;10
10481426541;14
48222140622;14
40607795559;18
56585622835;20
97917703689;10
32924043044;10
23743359201;12
23018466229;16
58327966399;28
71130231217;20
41139903470;18
72069748403;16
31497106131;26
38117896979;12
73565356321;10
26693287842;6
21141972525;20
19362176663;6
72718758043;20
73402294786;14
64882797543;20
58521682342;22
98984823393;12
70312822280;20
94419756706;14
40977798941;10
38108685548;34
58150857058;8
33191283316;12
77918387626;10
50474598211;8
28033916965;22
61004766236;16
75418423943;20
12466026451;4
50026397718;14
36433294045;22
17449292276;10
29672050562;24
20856058586;14
19426162380;10
92001114789;18
24315642987;16
74339276194;20
78502176785;6
82207130967;10
42053879929;2
13494263296;8
99413941159;16
69435584502;6
34618634261;4
81459236963;36
47023331269;8
63806764866;20
50572930404;12
50378101354;8
84943320758;16
68342635057;22
32425436834;12
47123006910;16
92793400917;18
40598899016;6
50969466176;20
46296947727;8
79886878677;26
76581899063;2
89759137582;8
28419074745;12
14668773298;16
77137263343;2
73092052557;4
58991261631;4
24972354020;20
69122045601;18
66751899859;12
62195946564;46
71264268760;20
18396894164;20
10451129269;12
53759945957;18
90474513432;16
99774513068;2
88297821601;14
94862023798;20
49130492105;6
11657672104;6
72202943489;8
64075118858;8
34060955784;10
87392426617;24
50817767354;4
95192911460;24
43454322791;14
54608982994;4
47777273921;16
54798187809;18
92453579257;6
78438710113;2
87909009690;16
40413447876;26
98037259289;48
91177221712;18
27295216126;8
88683947688;18
47102905090;42
12278618835;2
83283869508;28
48065771481;10
70392892150;20
43947050782;16
46417463138;34
97739655679;10
47141464605;20
95212586940;10
27135756433;20
42938247062;4
49089959949;18
51730475381;12
97831460623;16
85326782339;24
47549962000;34
94077522419;14
58632874407;40
92908092375;14
69595217784;12
59119896540;14
64951480185;4
83439769951;18
17465684106;6
39926097411;16
24076590002;6
25726116390;10
91084844879;4
31695624556;20
22300554179;12
81125507194;18
97806636359;8
16267592184;16
26492056115;14
95164467884;6
37339151745;16
53036163817;12
64294117691;4
83795623277;2
99372747770;14
66790078293;38
92420802897;4
61724252017;14
46152015816;24
53971399402;20
54231854317;6
34258836107;2
31423370962;28
46123636173;18
24873696966;8
61623216212;8
17808930819;34
45251301153;20
50872988970;10
54630820294;4
46458987779;12
45073371085;12
97920395384;26
46413744347;32
89385639856;16
59411284747;4
59824475045;12
78059545516;10
92629578299;20
22816971610;20
67026488885;6
38642289825;36
62543498956;6
46833913522;10
43468192295;36
67064111447;18
68643252982;8
29117185466;2
68718861533;12
66551512582;4
97003320000;6
89246609632;4
46242193772;12
93898691078;14
61192332089;4
37486551929;14
90041275061;16
35895534121;6
89679187421;20
83783711800;10
11693392898;2
20002884531;20
67795095132;20
51023095120;6
68538756860;8
67351916255;14
87327949930;36
98400010782;6
89476575365;8
71152357674;20
74904596374;8
73954978870;10
42802855277;10
17221785791;20
88663580043;6
18764552430;6
13499407831;18
85106537245;16
32448624123;8
94496256285;18
36073885019;14
88543748616;12
55868667404;12
13603214193;10
30781778474;12
89889344534;20
40266860253;14
26084161171;4
61279144036;20
80431725295;8
32648624133;4
63869975346;8
25884973861;2
69708857951;20
37226672274;18
26888925867;16
58043412201;16
85077665463;16
25111122522;4
64944391673;10
14788529795;10
74210546454;4
28684550119;32
11289492020;14
65954395374;22
99401317504;4
81490627621;10
34881733730;20
21473818286;8
97633717533;16
54889646708;14
80341440834;4
65287158939;2
63587193285;2
71033684248;8
87685129496;14
40663541391;12
98378985571;2
50037963286;16
27621706490;8
13295924475;20
97540140824;6
87344275380;6
49537258458;6
15519301655;22
72473249649;16
42000788876;4
83877256900;20
52779406473;14
96014507472;10
92653935370;14
27814900652;8
32096702271;2
60080057130;6
62041798135;8
84397170066;8
87603596739;14
56854290314;8
24791774405;18
71605473698;34
26478765224;20
46065846110;26
31814137927;16
18669370147;8
86214880670;12
13883923843;10
49733217376;18
30687036858;4
32882619755;2
28909389029;2
77199094211;18
92170710488;16
73416977421;24
31661518074;22
33808360069;22
90724017878;16
22783544606;4
35371107306;14
53058552438;20
82115174029;6
83337866899;18
50093722757;28
56107204723;20
53490681173;16
82802295068;6
69084525040;12
36341145504;18
34286941828;10
30723671664;18
60950514260;20
99128818247;4
60664839478;20
13269539895;14
55689308327;8
57340173080;22
83208976395;8
98092317748;4
98153066492;6
77749128022;10
50797805184;6
60445389630;16
41710251624;2
56248478738;10
10073865510;20
76181758718;8
50559318652;16
82372256298;20
71377332384;8
22885043013;18
79581623607;20
48705455115;4
29288416318;10
97524385092;18
98443755116;4
16146141133;2
32781300409;6
52570605217;20
97425098917;18
98949602924;2
41372909854;8
12800636576;4
71635463193;4
96966072886;28
76940500440;10
72505855049;18
16684981312;4
24226661346;18
62137891102;14
94215212844;6
34270215419;12
19537993001;14
22443867661;6
72820263269;8
35220310002;10
84754007881;12
39919498886;6
72828156038;20
96193206590;16
55241556515;4
86406629695;4
48264899967;4
34913236280;18
96018512356;10
61407779246;4
39529975296;20
83341644870;8
51345071359;26
23338225054;16
44307036840;8
66898175841;8
30571882562;24
14397983165;14
35091379128;20
24031792002;2
62123017852;2
89048708977;4
27866941596;22
18986557492;18
55471420329;6
23917197295;16
96021562791;10
52642401532;10
66801901897;14
59717636560;10
24270471276;22
92863131922;6
84246488106;2
19863686092;8
76820274004;14
79832744890;6
64350784133;8
25553882669;2
40627817029;40
64251821058;10
81798753837;20
93030827286;26
62519047354;8
96151403064;28
92532283153;4
75310171133;4
37506085486;6
70731070665;40
90647871690;10
10742953637;28
54200115994;6
70118941721;18
58898336013;12
75509766394;20
40144444470;12
24714779076;36
22059756605;14
44094063034;4
20398738067;16
83159822996;18
98171338438;16
71275076259;16
42998159988;8
27300245189;36
49303566946;12
38238254732;12
93348242039;6
57917127122;30
84603833739;24
86664485635;18
19246445824;20
29584758616;20
80156763665;18
77975633215;2
83125340853;22
71957979101;14
98441756845;10
97778105346;18
85384721881;4
95498202735;6
49038423504;12
61927676069;16
67335318569;14
87149367080;14
70078452052;2
42420073476;10
47893598513;14
66786937824;14
55430590257;12
20353304441;12
56000489173;12
47219984783;12
22623039718;18
62454611417;16
25882106915;20
89964508308;4
28888453033;4
43117224056;14
43795015231;2
15769327451;16
23250544514;18
93068345480;10
51832044080;12
77909845627;8
14593707423;12
58104929304;12
84497187980;6
96374181953;6
93513489988;14
28010902606;18
43114020796;16
21882865415;6
90535758486;10
13386183063;6
50324891594;16
93645471003;2
16113608620;28
38704709588;8
83467262105;12
20989468988;10
47402094690;14
78722276125;12
47825206655;16
30441842457;6
38845003835;2
26287036823;14
61328445855;20
29840114463;44
10581463147;6
49475474712;14
93780721061;12
56695207409;34
20205318642;18
94206993838;18
21954328557;16
38084053592;16
87229446024;6
78998163214;10
39992773615;6
13309765382;12
43677795922;10
58806580049;14
93552499188;10
24422092250;18
39854569828;10
22785485283;34
95705835864;10
39727349205;2
55146461366;20
98292839952;18
90311890037;20
20773772188;10
57233789301;4
96514360223;26
54919745400;4
81348465432;12
43475295066;16
84629337562;14
10641084821;6
22487929215;18
71755691752;10
41175214628;12
24321904403;16
47170604947;10
91895211761;4
69550238948;26
34281861314;4
78291370538;10
37564943919;4
10767220497;26
43778730817;12
56820697904;28
58156711434;16
34096373436;2
14290632134;38
89028945771;12
41964010170;14
15711206032;6
89858056650;14
36859759926;8
36504867601;10
81914898861;18
10426337837;6
89024109032;4
86030876012;18
46569807326;8
95617815132;20
82859190317;20
32310655713;24
34178690043;16
21759562081;24
40497638077;4
49877503966;12
72990369325;16
69063103129;30
45019377462;12
70063365543;20
22385455109;6
67506423823;40
15420252820;4
25529945517;4
18875403314;8
97702727213;4
39966974996;4
99077294740;2
87169267557;8
47214787094;20
47776168333;4
91597443336;20
14016979892;6
32683612756;14
70629431368;16
32694297818;12
95473457956;2
11241098527;34
75380291734;10
32821620805;14
53050315922;2
56016384657;4
75048721384;44
41194500571;12
54867397517;12
76861495817;12
22130675685;16
28453638675;12
96803093976;16
59506493796;12
74129106891;20
14742071153;4
92582046478;18
25921546922;6
15609737575;20
57051284691;2
73796807924;20
69349139107;18
91858501409;12
46970870880;16
48298033103;4
69992164526;10
96171295085;12
68348240417;8
75767997612;16
46294979293;6
54502895599;18
30214180293;10
98865854838;2
43366242766;22
98447673663;12
83709453537;4
77248811655;4
93676478898;6
94522949331;20
11912335679;2
62852241935;4
39150063600;8
60896962256;18
65575313389;2
50906743674;2
91073989951;4
92603885845;2
76822378358;6
36775731079;16
73233048617;14
82936437037;8
22371357972;4
73634175557;10
87087120611;6
54952899541;18
41634776618;10
13902661362;12
81028697040;4
79084373831;8
92676556858;18
95705175700;20
91415450055;2
93852996372;30
78803001010;26
79359554021;12
52092275884;16
67163391378;12
49000813719;4
11875325524;18
45603334947;10
34797406887;48
63558974163;2
67087892318;2
84110658451;6
26634205117;16
71094114130;18
37928390597;16
51201394265;8
90215162542;2
65817440117;16
83059984615;4
71440122880;10
75150825286;16
63256616847;14
15578404162;2
70842583884;18
30879134193;12
67926352708;18
14524311021;6
89731089809;4
41569203993;10
56209339586;20
25621342554;18
59777341085;20
75819589453;4
57381668908;30
55071431852;20
63755704403;20
15306295519;14
29357591097;20
57192331988;10
30786915571;36
72319074514;8
97381055277;4
15944661735;14
35222505247;14
33461296524;12
48740826778;12
31253287247;6
23532961324;4
87392569104;4
27167430699;8
90642527667;18
21654397536;16
41942949482;6
89104943839;4
13448164755;26
80392555366;14
29292432607;14
95873155412;18
65891961203;12
63933610851;14
99585039007;32
36132349861;6
63830456152;20
36793581119;6
29823729018;12
23548677744;16
17855291823;22
76404240095;8
78719824879;10
87093333705;2
72936174607;12
35924614560;2
62795691619;20
93349318701;12
70658161747;20
54817945914;8
98753303387;10
37852174865;10
68945636735;16
72333409309;14
63087155879;8
29893947240;28
87627279044;4
40855792194;16
13440173293;8
38214890044;8
83150787987;6
67551068222;2
87747568436;18
71544053128;12
93507270895;18
96761838117;16
70202078295;2
13533788011;12
91242467618;12
83186730870;12
45437597879;8
38082779640;8
80245157757;18
61118519017;16
53450431498;4
21244671225;12
25396258264;20
74760474343;4
54480970586;20
31413014106;4
59924053539;6
12883697596;2
30761456371;20
61709752548;14
71675493717;8
23131690625;10
56184643286;20
83653189686;16
17682186596;10
33663375310;18
86534590870;24
73945053988;14
25875554632;12
58158327823;18
45307918904;10
60538555804;18
79321289092;20
95764365674;10
86901283154;34
82165061002;60
65402370748;18
24453207256;18
98575267277;6
56965590366;20
76251885407;14
62667597277;20
64678138659;24
49159580430;18
31486560977;16
29860371028;16
84982441856;34
50907380825;2
81440396777;4
67240642031;20
13951081366;10
84051009544;10
18707082555;4
86658314539;8
91877407410;10
36743230208;2
49674713623;16
90548682235;22
99907623003;10
49076289687;14
14446286588;10
47683502887;12
18305618710;8
79925167643;18
33647290942;2
42738557824;12
44323068602;34
26041791450;2
15296684790;14
22282313958;20
56132784202;4
63732679112;18
30619720195;20
36850819922;2
18353974405;20
62554125237;8
90133621027;20
50371843390;14
90259849907;6
19479994571;14
92841964511;10
25580731731;20
39025783882;18
61400351850;2
37691314500;20
25099991488;20
15951953603;14
49414418271;2
44860574481;20
31413143159;10
52979731659;12
48287588258;4
80496383272;18
37110918565;12
73837022687;32
69695024727;24
29879409221;10
70615669344;16
75428863929;16
77709863853;10
99334586047;12
95184017128;16
66895126883;4
76627162662;4
23846748151;10
18234648469;8
30629982945;18
76121838777;20
26792584531;6
43342168324;20
22990109407;16
24887087250;6
45198770362;18
48138570006;12
86880760801;16
52387504758;12
33209497866;12
66890962558;12
91654183069;10
63942778515;18
40142446362;16
45714615668;4
92463841163;14
21549913438;26
61483555699;14
86996022674;28
27309094620;8
85748221035;10
17809739229;8
89677524201;14
48978580140;18
99724403597;4
77849053647;20
78614256998;26
90300764763;20
21334058684;12
74701148918;30
26217504808;10
75643798325;14
13449847651;18
93452723762;16
54672860973;10
49412945867;18
35101587866;12
66229044611;16
40531389472;2
11878826863;6
26016276789;38
25324593753;14
30144066124;2
73601730601;8
60548941602;10
67510845116;18
35912668021;6
76486312023;6
42040211165;16
12696468365;16
31246272813;18
95423894904;18
40125932025;24
54002504612;8
52461038553;14
70394026177;10
60128435204;4
64476414572;2
53975320816;16
53423261759;4
37685607162;10
54765976861;18
23720336072;12
41553793421;20
56045649546;20
32895039021;14
16997944397;12
72403068659;20
43443969779;8
98735779683;4
56347453879;20
84586954053;14
41473512793;10
88298836983;4
83422208069;8
82890410058;18
29584627921;10
13771516991;4
64020557075;14
23744257200;4
31982625826;6
15359543588;10
45264294352;18
28714028523;28
68306516518;18
77880582543;20
33018147815;14
68710647224;4
10336056215;6
72972407069;12
22710047562;24
17887372317;28
44754039950;4
81421477745;10
17056974996;8
22703857243;20
44545029911;10
13592910877;16
76289069585;20
79148343988;4
99938607106;16
25706703691;18
85015970200;32
21458399392;12
39139443103;14
58614288265;30
61916595065;2
36085669640;18
76294367120;8
99898513493;2
35907347136;8
96628146788;8
72872849929;6
10950496115;2
10313745722;8
95584132322;14
16625447517;2
42979324166;10
86239751664;6
57383101998;8
82370176308;6
26030598683;16
42387707597;2
90220916130;6
73674216737;2
93079881190;4
47349166709;18
15653528864;6
29513857657;2
48802092509;10
51909686583;16
99792191527;4
48073239921;28
96116126744;8
38787836683;6
95657353286;14
82028341652;8
95329362678;4
42657921933;2
36328115986;6
41186427984;18
79551261002;20
33017613617;20
73065828804;8
67898569896;20
71602200814;8
29666476589;18
33324728785;16
56697312432;6
65507940426;20
95137419154;34
96981400445;24
55104629126;14
55036049717;14
83383717881;28
58378355000;14
19380825759;4
65590854235;10
93705000134;18
81247932141;8
46319600457;20
43085438410;2
22827252225;2
25335243349;22
39154335819;2
39085058999;4
34058067002;14
81650039176;16
80997403070;12
71243129896;16
77339866314;26
19997642728;2
38776615301;2
83502381580;16
33303444010;10
17697497490;12
30800654408;20
20478561861;32
12948139227;14
30254173745;2
84940499231;8
66394463055;14
84732859656;16
77440159392;16
77835580846;18
91268490917;4
76068993280;8
44829180381;6
87967973294;4
30217940344;10
39764131787;6
51526611579;6
46237780323;12
41115858990;20
52877917467;8
55761943995;12
94978749867;20
34974155472;14
22005380173;20
74509557286;12
53696912858;20
95381231474;8
62145385449;8
40692258207;34
93709250563;4
27324471047;14
38903147092;18
72984000819;16
77809757825;12
43491377153;18
43970141754;4
26344147015;8
91393570417;8
18376409843;4
75547749688;22
34429555986;6
62249205488;4
53581523743;12
75252614479;12
17470466418;16
20131006044;4
37963055267;2
70147487276;14
25820931131;32
53063812101;20
47788734663;8
89950807976;36
29844643351;18
51462237858;18
42476262226;4
16777592696;4
95838976427;6
52911322221;2
32497847096;12
18616379361;20
88168839895;4
28867188305;8
94738328611;10
55506514831;12
53940516112;4
35416680734;12
35690930497;12
57385964102;10
93472012257;2
85589322648;12
87261722050;8
54985249964;6
21447530806;10
85685997558;12
20287487705;6
74924153753;20
64459812621;18
12132055878;20
59229966303;14
59498610446;2
38577230264;10
33426605545;16
61016752212;8
18816557539;16
98952562576;10
78062327899;12
67401904576;10
64737953316;18
54521074888;2
82488027810;12
75162874147;20
34149857942;18
96393288895;8
56522850641;14
43878129036;14
41494489517;6
34690589994;14
44697325748;8
66923403837;2
86942431512;6
83957873658;10
70988037192;14
50011533000;10
31682551025;12
19224163318;18
67654558895;10
83106267751;14
93704454779;6
97324167489;2
37088750018;10
55891885906;12
37582785160;12
96557460972;10
64679148569;4
16503931389;8
61350670350;12
28291563968;16
81850047975;20
40190320414;14
67465214161;20
34313062309;20
66849970303;2
34515688215;10
39212332634;6
63362710500;4
75074190972;10
17518780598;6
63305837976;8
38067242515;16
49269317040;18
11363943523;6
16122266006;16
40395362508;20
39936257500;14
67668024417;12
49476752138;14
73784660291;16
62122580699;10
20178639561;16
63872222286;16
23561545979;10
72617193059;18
29860395943;20
94188174645;14
41949034421;2
57496031303;6
57517928757;6
72927652993;16
41654511823;16
87334878136;24
30142955387;18
80750489882;4
12120382571;6
87106228887;6
23573200216;16
95978163941;12
25495823841;18
92542075554;10
50747957942;18
56047633962;14
55703811619;4
85367879711;14
69996163582;20
27758977572;18
21668158360;8
35892359325;14
79939842109;4
72995654043;10
40219479195;4
79730431505;2
35432088689;10
80914608073;12
47399111001;20
47240766423;16
55968607427;16
16889685780;4
61286526628;12
88165631863;14
35824297369;2
71794680657;4
59242133013;8
65914827700;10
61357154022;18
62891731987;22
89160243329;4
67984973068;14
35305285832;10
16404856308;6
41200859889;20
21933417290;20
12509737006;12
95297137839;2
88675911316;16
81997728972;4
50318881085;10
43685981359;10
54429730960;12
22454677038;16
10379764465;2
74539143645;4
80019064150;18
13820901593;10
33549434702;4
69484336783;8
21321456847;16
94954223758;8
23156847273;6
15146130274;10
78191486772;28
18693297796;4
16480816277;12
44977821727;16
58128671318;12
98315975343;14
38808545295;6
31802868338;16
73503364728;36
89102542199;14
99907095004;20
79327597570;10
34963470820;2
16295504585;4
86280047314;2
72741175650;2
68364636987;12
47510972565;4
33180540577;6
68137531815;16
10675154104;6
46516646073;18
91949759010;16
79737488279;18
39656518698;2
70052863837;10
87685753919;18
30869848608;8
54312043358;20
20888758742;10
56511329081;16
59920279798;6
13099544288;2
20311689747;28
76819969433;10
13913694855;18
70120632307;8
99803325827;10
97387812670;10
16222350276;6
38581342421;16
76763137829;14
59320044274;2
74389536842;20
71845377109;8
66700945086;16
73390340591;16
12319620083;22
50669886592;2
99515681317;14
41658635726;2
38871785849;6
67803868715;10
23898132192;4
17567060895;20
39873391754;8
86147522582;14
62610920838;4
83217028054;18
27324182833;6
74511756964;20
89219557738;16
62440802302;20
79384689361;4
80578007902;12
32111073573;34
67105345985;8
42937479548;6
36415034519;18
29299500777;4
37280071779;20
61888437130;6
43587586656;10
40203695972;6
64771286845;12
96651523711;18
45321917924;12
91611749947;2
62668434556;10
68740664199;4
99978615463;2
36801649798;12
38944504546;12
91942855328;12
12754764482;18
70245480722;6
64798248777;28
28449962512;16
51624120614;2
75527673163;12
92072758142;26
47436833458;2
85783493720;18
43017002279;8
73534650269;16
60351609870;10
72575190027;2
77879585586;18
25954847815;4
28897144639;16
90120981839;8
59519289170;10
37866890695;10
55434282369;6
12266782176;6
34600974745;14
10427238549;2
19812365406;18
82529736984;18
36230006701;6
14896166775;12
31122382934;2
27584090141;14
18358795087;10
69373462339;14
77960562314;18
79656987664;4
84327728085;4
44186607921;20
11540975566;18
82799848895;8
92958651655;20
62546827400;12
80099708932;8
20115293689;2
65861467875;8
22672028130;18
94020060391;10
45452424397;12
93516447800;2
35608455430;12
25550243753;12
84531714771;32
70679534601;18
73750572943;2
74635783893;8
29541612005;6
65198104388;34
45063799415;14
92609189560;14
93442306699;12
76379863035;4
45118850790;4
55049607402;6
57061853038;6
12857681180;12
87918536450;18
63924768214;2
27199054816;10
65472328925;20
27829417310;20
83218295625;10
75961682440;6
32437541046;12
95591302050;2
57447856594;20
89911593081;6
80238297532;12
65100597884;6
63382803416;4
59559555113;12
70704895197;8
85146328147;4
53906661433;20
52130636094;8
21000418071;8
76357204715;2
30909003250;4
58173835522;18
23661230308;16
62782874612;12
54381729450;10
56762324268;10
48003482187;16
35445465424;6
83021777922;16
49769875884;14
78560936189;8
79800166488;16
58572942329;10
56680196658;2
37000031201;10
29840309625;18
68002628099;2
83906446309;20
77911226809;12
29599167124;4
39995773870;2
59476939187;2
96025464461;4
56312605780;12
34202888476;20
83170698939;6
11515069965;20
13975341569;8
18157965941;10
91370081929;14
54719532841;2
27506591149;10
83640781927;20
34654981090;18
96017216890;14
87755927031;2
41166351989;18
13335735868;14
70138180706;4
73064115078;2
38720365589;6
27548540470;6
85437014339;2
14797807213;12
91661434278;2
95347592259;16
13014616471;16
92366791804;20
22155564480;10
27392289275;14
58791383292;18
80996557703;4
11698850642;18
60436489444;6
76719548151;24
44679970374;6
81614113784;24
33933366375;10
72663218680;16
19317857370;2
34060689956;18
99910631971;14
62790853942;6
19209298663;4
63055850177;20
31849548792;10
49789243359;10
37090045945;12
93714562449;20
92144938049;16
23477313511;4
36236506401;16
36651305667;2
54973820859;16
99239212669;4
33778424594;2
13861353004;18
92615137302;14
53314553079;2
66398672983;14
80835862053;10
76938893675;4
17103237747;2
86341951570;8
37804311271;18
52497738802;14
17775623990;20
31092369780;14
65909318110;6
90570716299;24
34154162742;2
95078895242;10
91098919571;16
10486379767;20
75753488296;8
36482011207;10
49436345527;6
73337596583;20
70159583405;12
81509493184;14
49734726414;6
17460845254;10
63473878328;6
11495515405;4
65124526049;12
96930709767;18
29342092270;2
37783874458;14
96663813924;20
39518733494;10
13958668330;16
27904986969;2
24533784170;36
49781950785;4
83918377054;18
36830625846;10
34838375774;16
23811149466;14
26496614793;4
65414975871;14
26782928001;6
83295197420;4
68553935497;4
44862377832;12
76685302606;14
79808959364;6
78529792665;14
63679666112;20
75863425517;12
84468237282;2
58878861493;18
49802535993;4
33779563366;16
48417118723;6
76497328526;14
26886842005;12
73273830581;10
95053974402;14
88088296997;6
21151747264;20
71320627447;14
79324722123;20
32475298689;18
64940523598;14
63009101301;10
50018488588;2
96677603643;14
42061172403;12
46307191377;6
42665953268;6
44752687762;2
46051136489;6
46152823279;16
29396037883;20
56225826380;8
47237047276;14
54542307194;20
73197821987;8
30780950485;18
85181200623;20
47394259343;10
14905794880;8
29386270731;18
18228892332;6
16317262050;14
52932428615;20
69287223189;20
84282304631;12
69029015353;20
34848363254;20
73509348188;14
32098415340;4
28096371598;12
93665620420;18
31082667204;30
40902599161;10
33781936809;10
21316838445;16
69871096344;10
68089446746;12
63568712554;6
75474562188;2
15607531417;4
43975817245;2
42696393858;8
17243128604;8
93362434279;18
48917666264;18
10564180909;20
22695105396;18
31638805065;12
61691683133;10
45154461269;16
64436838423;4
18165115171;8
75017702217;12
24342442830;12
78427673920;4
80654918887;12
31463421163;12
96419779214;8
16118379146;8
11281780186;4
76311457110;16
87000446149;14
77261173687;16
48565704556;14
96338869431;20
71157427036;6
75574203497;10
21682934403;20
57042756299;20
67889712417;12
